Genbank.ClusterNum	PKS_KS	PKS_KR	PKS_DH	PKS_ER
Mycobacterium_ulcerans_agy99.GCA_000013925.1.30.dna.genome.fa.9	1	1	0	1
Mycobacterium_vaccae_atcc_25954.GCA_000295825.1.30.dna.genome.fa.1	1	4	1	1
Mycobacterium_vaccae_atcc_25954.GCA_000295825.1.30.dna.genome.fa.10	0	0	0	0
Mycobacterium_vaccae_atcc_25954.GCA_000295825.1.30.dna.genome.fa.11	0	0	0	0
Mycobacterium_vaccae_atcc_25954.GCA_000295825.1.30.dna.genome.fa.12	0	0	0	0
Mycobacterium_vaccae_atcc_25954.GCA_000295825.1.30.dna.genome.fa.13	0	0	0	0
Mycobacterium_vaccae_atcc_25954.GCA_000295825.1.30.dna.genome.fa.14	2	2	0	0
Mycobacterium_vaccae_atcc_25954.GCA_000295825.1.30.dna.genome.fa.15	1	0	0	0
Mycobacterium_vaccae_atcc_25954.GCA_000295825.1.30.dna.genome.fa.16	0	0	0	0
Mycobacterium_vaccae_atcc_25954.GCA_000295825.1.30.dna.genome.fa.17	0	0	0	0
Mycobacterium_vaccae_atcc_25954.GCA_000295825.1.30.dna.genome.fa.18	4	4	2	1
Mycobacterium_vaccae_atcc_25954.GCA_000295825.1.30.dna.genome.fa.19	0	0	0	0
Mycobacterium_vaccae_atcc_25954.GCA_000295825.1.30.dna.genome.fa.2	0	0	0	0
Mycobacterium_vaccae_atcc_25954.GCA_000295825.1.30.dna.genome.fa.20	0	0	0	0
Mycobacterium_vaccae_atcc_25954.GCA_000295825.1.30.dna.genome.fa.3	0	0	0	0
Mycobacterium_vaccae_atcc_25954.GCA_000295825.1.30.dna.genome.fa.4	1	3	1	0
Mycobacterium_vaccae_atcc_25954.GCA_000295825.1.30.dna.genome.fa.5	0	0	0	0
Mycobacterium_vaccae_atcc_25954.GCA_000295825.1.30.dna.genome.fa.6	0	0	0	0
Mycobacterium_vaccae_atcc_25954.GCA_000295825.1.30.dna.genome.fa.7	0	0	0	0
Mycobacterium_vaccae_atcc_25954.GCA_000295825.1.30.dna.genome.fa.8	0	0	0	0
Mycobacterium_vaccae_atcc_25954.GCA_000295825.1.30.dna.genome.fa.9	0	0	0	0
Mycobacterium_vanbaalenii_pyr_1.GCA_000015305.1.30.dna.genome.fa.1	2	4	1	1
Mycobacterium_vanbaalenii_pyr_1.GCA_000015305.1.30.dna.genome.fa.10	5	5	3	0
Mycobacterium_vanbaalenii_pyr_1.GCA_000015305.1.30.dna.genome.fa.11	0	0	0	0
Mycobacterium_vanbaalenii_pyr_1.GCA_000015305.1.30.dna.genome.fa.12	2	2	0	0
Mycobacterium_vanbaalenii_pyr_1.GCA_000015305.1.30.dna.genome.fa.13	0	0	0	0
Mycobacterium_vanbaalenii_pyr_1.GCA_000015305.1.30.dna.genome.fa.14	0	0	0	0
Mycobacterium_vanbaalenii_pyr_1.GCA_000015305.1.30.dna.genome.fa.15	0	0	0	0
Mycobacterium_vanbaalenii_pyr_1.GCA_000015305.1.30.dna.genome.fa.16	0	0	0	0
Mycobacterium_vanbaalenii_pyr_1.GCA_000015305.1.30.dna.genome.fa.17	0	0	0	0
Mycobacterium_vanbaalenii_pyr_1.GCA_000015305.1.30.dna.genome.fa.18	1	0	0	0
Mycobacterium_vanbaalenii_pyr_1.GCA_000015305.1.30.dna.genome.fa.19	0	0	0	0
Mycobacterium_vanbaalenii_pyr_1.GCA_000015305.1.30.dna.genome.fa.2	3	4	1	1
Mycobacterium_vanbaalenii_pyr_1.GCA_000015305.1.30.dna.genome.fa.3	0	0	0	0
Mycobacterium_vanbaalenii_pyr_1.GCA_000015305.1.30.dna.genome.fa.4	0	0	0	0
Mycobacterium_vanbaalenii_pyr_1.GCA_000015305.1.30.dna.genome.fa.5	0	0	0	0
Mycobacterium_vanbaalenii_pyr_1.GCA_000015305.1.30.dna.genome.fa.6	0	0	0	0
Mycobacterium_vanbaalenii_pyr_1.GCA_000015305.1.30.dna.genome.fa.7	0	0	0	0
Mycobacterium_vanbaalenii_pyr_1.GCA_000015305.1.30.dna.genome.fa.8	0	0	0	0
Mycobacterium_vanbaalenii_pyr_1.GCA_000015305.1.30.dna.genome.fa.9	0	0	0	0
Mycobacterium_vulneris.GCA_000612885.1.30.dna.genome.fa.1	0	0	0	0
Mycobacterium_vulneris.GCA_000612885.1.30.dna.genome.fa.10	0	0	0	0
Mycobacterium_vulneris.GCA_000612885.1.30.dna.genome.fa.11	0	0	0	0
Mycobacterium_vulneris.GCA_000612885.1.30.dna.genome.fa.12	0	0	0	0
Mycobacterium_vulneris.GCA_000612885.1.30.dna.genome.fa.13	0	0	0	0
Mycobacterium_vulneris.GCA_000612885.1.30.dna.genome.fa.14	1	2	1	1
Mycobacterium_vulneris.GCA_000612885.1.30.dna.genome.fa.15	0	0	0	0
Mycobacterium_vulneris.GCA_000612885.1.30.dna.genome.fa.16	1	0	0	0
Mycobacterium_vulneris.GCA_000612885.1.30.dna.genome.fa.17	0	0	0	0
Mycobacterium_vulneris.GCA_000612885.1.30.dna.genome.fa.18	1	2	1	1
Mycobacterium_vulneris.GCA_000612885.1.30.dna.genome.fa.19	0	0	0	0
Mycobacterium_vulneris.GCA_000612885.1.30.dna.genome.fa.2	2	3	1	1
Mycobacterium_vulneris.GCA_000612885.1.30.dna.genome.fa.20	0	0	0	0
Mycobacterium_vulneris.GCA_000612885.1.30.dna.genome.fa.3	0	0	0	0
Mycobacterium_vulneris.GCA_000612885.1.30.dna.genome.fa.4	0	0	0	0
Mycobacterium_vulneris.GCA_000612885.1.30.dna.genome.fa.5	0	0	0	0
Mycobacterium_vulneris.GCA_000612885.1.30.dna.genome.fa.6	0	0	0	0
Mycobacterium_vulneris.GCA_000612885.1.30.dna.genome.fa.7	0	0	0	0
Mycobacterium_vulneris.GCA_000612885.1.30.dna.genome.fa.8	2	2	1	1
Mycobacterium_vulneris.GCA_000612885.1.30.dna.genome.fa.9	0	0	0	0
Mycobacterium_xenopi_4042.GCA_000523695.1.30.dna.genome.fa.1	0	0	0	0
Mycobacterium_xenopi_4042.GCA_000523695.1.30.dna.genome.fa.10	0	0	0	0
Mycobacterium_xenopi_4042.GCA_000523695.1.30.dna.genome.fa.11	0	1	0	0
Mycobacterium_xenopi_4042.GCA_000523695.1.30.dna.genome.fa.12	0	0	0	0
Mycobacterium_xenopi_4042.GCA_000523695.1.30.dna.genome.fa.13	0	0	0	0
Mycobacterium_xenopi_4042.GCA_000523695.1.30.dna.genome.fa.14	1	1	0	0
Mycobacterium_xenopi_4042.GCA_000523695.1.30.dna.genome.fa.15	0	0	0	0
Mycobacterium_xenopi_4042.GCA_000523695.1.30.dna.genome.fa.16	0	0	0	0
Mycobacterium_xenopi_4042.GCA_000523695.1.30.dna.genome.fa.17	0	0	0	0
Mycobacterium_xenopi_4042.GCA_000523695.1.30.dna.genome.fa.18	0	0	0	0
Mycobacterium_xenopi_4042.GCA_000523695.1.30.dna.genome.fa.2	0	0	0	0
Mycobacterium_xenopi_4042.GCA_000523695.1.30.dna.genome.fa.3	0	0	0	0
Mycobacterium_xenopi_4042.GCA_000523695.1.30.dna.genome.fa.4	0	0	0	0
Mycobacterium_xenopi_4042.GCA_000523695.1.30.dna.genome.fa.5	0	0	0	0
Mycobacterium_xenopi_4042.GCA_000523695.1.30.dna.genome.fa.6	4	1	0	0
Mycobacterium_xenopi_4042.GCA_000523695.1.30.dna.genome.fa.7	0	0	0	0
Mycobacterium_xenopi_4042.GCA_000523695.1.30.dna.genome.fa.8	0	0	0	0
Mycobacterium_xenopi_4042.GCA_000523695.1.30.dna.genome.fa.9	0	0	0	0
Mycobacterium_yongonense_05_1390.GCA_000418535.2.30.dna.genome.fa.1	1	0	0	0
Mycobacterium_yongonense_05_1390.GCA_000418535.2.30.dna.genome.fa.10	1	2	1	1
Mycobacterium_yongonense_05_1390.GCA_000418535.2.30.dna.genome.fa.11	2	6	2	2
Mycobacterium_yongonense_05_1390.GCA_000418535.2.30.dna.genome.fa.12	0	0	0	0
Mycobacterium_yongonense_05_1390.GCA_000418535.2.30.dna.genome.fa.13	1	1	0	0
Mycobacterium_yongonense_05_1390.GCA_000418535.2.30.dna.genome.fa.14	3	3	2	2
Mycobacterium_yongonense_05_1390.GCA_000418535.2.30.dna.genome.fa.15	0	2	0	0
Mycobacterium_yongonense_05_1390.GCA_000418535.2.30.dna.genome.fa.16	0	1	0	0
Mycobacterium_yongonense_05_1390.GCA_000418535.2.30.dna.genome.fa.17	0	0	0	0
Mycobacterium_yongonense_05_1390.GCA_000418535.2.30.dna.genome.fa.18	0	0	0	0
Mycobacterium_yongonense_05_1390.GCA_000418535.2.30.dna.genome.fa.19	0	0	0	0
Mycobacterium_yongonense_05_1390.GCA_000418535.2.30.dna.genome.fa.2	0	0	0	0
Mycobacterium_yongonense_05_1390.GCA_000418535.2.30.dna.genome.fa.20	0	0	0	0
Mycobacterium_yongonense_05_1390.GCA_000418535.2.30.dna.genome.fa.21	0	0	0	0
Mycobacterium_yongonense_05_1390.GCA_000418535.2.30.dna.genome.fa.22	0	0	0	0
Mycobacterium_yongonense_05_1390.GCA_000418535.2.30.dna.genome.fa.23	0	0	0	0
Mycobacterium_yongonense_05_1390.GCA_000418535.2.30.dna.genome.fa.24	0	0	0	0
Mycobacterium_yongonense_05_1390.GCA_000418535.2.30.dna.genome.fa.3	0	0	0	0
Mycobacterium_yongonense_05_1390.GCA_000418535.2.30.dna.genome.fa.4	0	0	0	0
Mycobacterium_yongonense_05_1390.GCA_000418535.2.30.dna.genome.fa.5	1	1	1	1
Mycobacterium_yongonense_05_1390.GCA_000418535.2.30.dna.genome.fa.6	0	0	0	0
Mycobacterium_yongonense_05_1390.GCA_000418535.2.30.dna.genome.fa.7	2	2	1	1
Mycobacterium_yongonense_05_1390.GCA_000418535.2.30.dna.genome.fa.8	1	1	0	0
Mycobacterium_yongonense_05_1390.GCA_000418535.2.30.dna.genome.fa.9	0	0	0	0
Myxococcus_fulvus_hw_1.GCA_000219105.1.30.dna.genome.fa.1	0	1	0	0
Myxococcus_fulvus_hw_1.GCA_000219105.1.30.dna.genome.fa.10	0	0	0	0
Myxococcus_fulvus_hw_1.GCA_000219105.1.30.dna.genome.fa.11	0	0	0	0
Myxococcus_fulvus_hw_1.GCA_000219105.1.30.dna.genome.fa.12	0	0	0	0
Myxococcus_fulvus_hw_1.GCA_000219105.1.30.dna.genome.fa.13	0	0	0	0
Myxococcus_fulvus_hw_1.GCA_000219105.1.30.dna.genome.fa.14	0	0	0	0
Myxococcus_fulvus_hw_1.GCA_000219105.1.30.dna.genome.fa.15	1	1	1	0
Myxococcus_fulvus_hw_1.GCA_000219105.1.30.dna.genome.fa.16	0	0	0	0
Myxococcus_fulvus_hw_1.GCA_000219105.1.30.dna.genome.fa.17	0	0	0	0
Myxococcus_fulvus_hw_1.GCA_000219105.1.30.dna.genome.fa.18	0	0	0	0
Myxococcus_fulvus_hw_1.GCA_000219105.1.30.dna.genome.fa.19	1	1	1	0
Myxococcus_fulvus_hw_1.GCA_000219105.1.30.dna.genome.fa.2	0	0	0	0
Myxococcus_fulvus_hw_1.GCA_000219105.1.30.dna.genome.fa.20	0	0	0	0
Myxococcus_fulvus_hw_1.GCA_000219105.1.30.dna.genome.fa.21	6	4	0	0
Myxococcus_fulvus_hw_1.GCA_000219105.1.30.dna.genome.fa.22	1	0	0	0
Myxococcus_fulvus_hw_1.GCA_000219105.1.30.dna.genome.fa.23	1	0	0	0
Myxococcus_fulvus_hw_1.GCA_000219105.1.30.dna.genome.fa.24	1	1	1	1
Myxococcus_fulvus_hw_1.GCA_000219105.1.30.dna.genome.fa.25	0	0	0	0
Myxococcus_fulvus_hw_1.GCA_000219105.1.30.dna.genome.fa.26	0	0	0	0
Myxococcus_fulvus_hw_1.GCA_000219105.1.30.dna.genome.fa.27	6	6	4	0
Myxococcus_fulvus_hw_1.GCA_000219105.1.30.dna.genome.fa.28	1	1	0	0
Myxococcus_fulvus_hw_1.GCA_000219105.1.30.dna.genome.fa.29	0	0	0	0
Myxococcus_fulvus_hw_1.GCA_000219105.1.30.dna.genome.fa.3	0	0	0	0
Myxococcus_fulvus_hw_1.GCA_000219105.1.30.dna.genome.fa.30	0	0	0	0
Myxococcus_fulvus_hw_1.GCA_000219105.1.30.dna.genome.fa.31	0	0	0	0
Myxococcus_fulvus_hw_1.GCA_000219105.1.30.dna.genome.fa.32	0	0	0	0
Myxococcus_fulvus_hw_1.GCA_000219105.1.30.dna.genome.fa.4	0	0	0	0
Myxococcus_fulvus_hw_1.GCA_000219105.1.30.dna.genome.fa.5	0	0	0	0
Myxococcus_fulvus_hw_1.GCA_000219105.1.30.dna.genome.fa.6	0	0	0	0
Myxococcus_fulvus_hw_1.GCA_000219105.1.30.dna.genome.fa.7	1	1	1	0
Myxococcus_fulvus_hw_1.GCA_000219105.1.30.dna.genome.fa.8	0	0	0	0
Myxococcus_fulvus_hw_1.GCA_000219105.1.30.dna.genome.fa.9	0	0	0	0
Myxococcus_sp_contaminant_ex_dsm_436_.GCA_000280925.3.30.dna.genome.fa.1	0	0	0	0
Myxococcus_sp_contaminant_ex_dsm_436_.GCA_000280925.3.30.dna.genome.fa.10	10	9	6	1
Myxococcus_sp_contaminant_ex_dsm_436_.GCA_000280925.3.30.dna.genome.fa.11	1	0	0	0
Myxococcus_sp_contaminant_ex_dsm_436_.GCA_000280925.3.30.dna.genome.fa.12	6	5	4	0
Myxococcus_sp_contaminant_ex_dsm_436_.GCA_000280925.3.30.dna.genome.fa.13	0	0	0	0
Myxococcus_sp_contaminant_ex_dsm_436_.GCA_000280925.3.30.dna.genome.fa.14	8	4	2	0
Myxococcus_sp_contaminant_ex_dsm_436_.GCA_000280925.3.30.dna.genome.fa.15	0	0	0	0
Myxococcus_sp_contaminant_ex_dsm_436_.GCA_000280925.3.30.dna.genome.fa.16	1	1	1	1
Myxococcus_sp_contaminant_ex_dsm_436_.GCA_000280925.3.30.dna.genome.fa.17	0	0	0	0
Myxococcus_sp_contaminant_ex_dsm_436_.GCA_000280925.3.30.dna.genome.fa.18	1	0	0	0
Myxococcus_sp_contaminant_ex_dsm_436_.GCA_000280925.3.30.dna.genome.fa.19	1	0	0	0
Myxococcus_sp_contaminant_ex_dsm_436_.GCA_000280925.3.30.dna.genome.fa.2	0	0	0	0
Myxococcus_sp_contaminant_ex_dsm_436_.GCA_000280925.3.30.dna.genome.fa.20	1	0	0	0
Myxococcus_sp_contaminant_ex_dsm_436_.GCA_000280925.3.30.dna.genome.fa.21	0	0	0	0
Myxococcus_sp_contaminant_ex_dsm_436_.GCA_000280925.3.30.dna.genome.fa.22	0	0	0	0
Myxococcus_sp_contaminant_ex_dsm_436_.GCA_000280925.3.30.dna.genome.fa.23	0	0	0	0
Myxococcus_sp_contaminant_ex_dsm_436_.GCA_000280925.3.30.dna.genome.fa.24	0	0	0	0
Myxococcus_sp_contaminant_ex_dsm_436_.GCA_000280925.3.30.dna.genome.fa.25	0	0	0	0
Myxococcus_sp_contaminant_ex_dsm_436_.GCA_000280925.3.30.dna.genome.fa.26	2	1	1	1
Myxococcus_sp_contaminant_ex_dsm_436_.GCA_000280925.3.30.dna.genome.fa.27	0	0	0	0
Myxococcus_sp_contaminant_ex_dsm_436_.GCA_000280925.3.30.dna.genome.fa.28	0	0	0	0
Myxococcus_sp_contaminant_ex_dsm_436_.GCA_000280925.3.30.dna.genome.fa.29	0	0	0	0
Myxococcus_sp_contaminant_ex_dsm_436_.GCA_000280925.3.30.dna.genome.fa.3	0	0	0	0
Myxococcus_sp_contaminant_ex_dsm_436_.GCA_000280925.3.30.dna.genome.fa.30	0	0	0	0
Myxococcus_sp_contaminant_ex_dsm_436_.GCA_000280925.3.30.dna.genome.fa.31	0	0	0	0
Myxococcus_sp_contaminant_ex_dsm_436_.GCA_000280925.3.30.dna.genome.fa.32	0	0	0	0
Myxococcus_sp_contaminant_ex_dsm_436_.GCA_000280925.3.30.dna.genome.fa.33	0	0	0	0
Myxococcus_sp_contaminant_ex_dsm_436_.GCA_000280925.3.30.dna.genome.fa.34	0	0	0	0
Myxococcus_sp_contaminant_ex_dsm_436_.GCA_000280925.3.30.dna.genome.fa.35	0	0	0	0
Myxococcus_sp_contaminant_ex_dsm_436_.GCA_000280925.3.30.dna.genome.fa.36	0	0	0	0
Myxococcus_sp_contaminant_ex_dsm_436_.GCA_000280925.3.30.dna.genome.fa.37	0	0	0	0
Myxococcus_sp_contaminant_ex_dsm_436_.GCA_000280925.3.30.dna.genome.fa.4	0	0	0	0
Myxococcus_sp_contaminant_ex_dsm_436_.GCA_000280925.3.30.dna.genome.fa.5	0	0	0	0
Myxococcus_sp_contaminant_ex_dsm_436_.GCA_000280925.3.30.dna.genome.fa.6	0	0	0	0
Myxococcus_sp_contaminant_ex_dsm_436_.GCA_000280925.3.30.dna.genome.fa.7	0	0	0	0
Myxococcus_sp_contaminant_ex_dsm_436_.GCA_000280925.3.30.dna.genome.fa.8	0	0	0	0
Myxococcus_sp_contaminant_ex_dsm_436_.GCA_000280925.3.30.dna.genome.fa.9	0	0	0	0
Myxococcus_stipitatus_dsm_14675.GCA_000331735.1.30.dna.genome.fa.1	0	0	0	0
Myxococcus_stipitatus_dsm_14675.GCA_000331735.1.30.dna.genome.fa.10	2	2	0	0
Myxococcus_stipitatus_dsm_14675.GCA_000331735.1.30.dna.genome.fa.11	1	0	0	1
Myxococcus_stipitatus_dsm_14675.GCA_000331735.1.30.dna.genome.fa.12	1	0	0	0
Myxococcus_stipitatus_dsm_14675.GCA_000331735.1.30.dna.genome.fa.13	0	0	0	0
Myxococcus_stipitatus_dsm_14675.GCA_000331735.1.30.dna.genome.fa.14	3	3	0	0
Myxococcus_stipitatus_dsm_14675.GCA_000331735.1.30.dna.genome.fa.15	0	0	0	0
Myxococcus_stipitatus_dsm_14675.GCA_000331735.1.30.dna.genome.fa.16	1	0	0	0
Myxococcus_stipitatus_dsm_14675.GCA_000331735.1.30.dna.genome.fa.17	1	0	0	0
Myxococcus_stipitatus_dsm_14675.GCA_000331735.1.30.dna.genome.fa.18	8	9	7	2
Myxococcus_stipitatus_dsm_14675.GCA_000331735.1.30.dna.genome.fa.19	0	0	0	0
Myxococcus_stipitatus_dsm_14675.GCA_000331735.1.30.dna.genome.fa.2	0	0	0	0
Myxococcus_stipitatus_dsm_14675.GCA_000331735.1.30.dna.genome.fa.20	0	0	0	0
Myxococcus_stipitatus_dsm_14675.GCA_000331735.1.30.dna.genome.fa.21	0	0	0	0
Myxococcus_stipitatus_dsm_14675.GCA_000331735.1.30.dna.genome.fa.22	0	0	0	0
Myxococcus_stipitatus_dsm_14675.GCA_000331735.1.30.dna.genome.fa.23	8	1	3	0
Myxococcus_stipitatus_dsm_14675.GCA_000331735.1.30.dna.genome.fa.24	4	2	1	0
Myxococcus_stipitatus_dsm_14675.GCA_000331735.1.30.dna.genome.fa.25	0	0	0	0
Myxococcus_stipitatus_dsm_14675.GCA_000331735.1.30.dna.genome.fa.26	0	0	0	0
Myxococcus_stipitatus_dsm_14675.GCA_000331735.1.30.dna.genome.fa.27	19	10	4	1
Myxococcus_stipitatus_dsm_14675.GCA_000331735.1.30.dna.genome.fa.28	0	0	0	0
Myxococcus_stipitatus_dsm_14675.GCA_000331735.1.30.dna.genome.fa.29	0	0	0	0
Myxococcus_stipitatus_dsm_14675.GCA_000331735.1.30.dna.genome.fa.3	0	0	0	0
Myxococcus_stipitatus_dsm_14675.GCA_000331735.1.30.dna.genome.fa.30	8	7	5	0
Myxococcus_stipitatus_dsm_14675.GCA_000331735.1.30.dna.genome.fa.31	0	0	0	0
Myxococcus_stipitatus_dsm_14675.GCA_000331735.1.30.dna.genome.fa.32	0	0	0	0
Myxococcus_stipitatus_dsm_14675.GCA_000331735.1.30.dna.genome.fa.33	0	0	0	0
Myxococcus_stipitatus_dsm_14675.GCA_000331735.1.30.dna.genome.fa.34	0	0	0	0
Myxococcus_stipitatus_dsm_14675.GCA_000331735.1.30.dna.genome.fa.35	0	0	0	0
Myxococcus_stipitatus_dsm_14675.GCA_000331735.1.30.dna.genome.fa.36	0	0	0	0
Myxococcus_stipitatus_dsm_14675.GCA_000331735.1.30.dna.genome.fa.4	1	0	0	0
Myxococcus_stipitatus_dsm_14675.GCA_000331735.1.30.dna.genome.fa.5	0	0	0	0
Myxococcus_stipitatus_dsm_14675.GCA_000331735.1.30.dna.genome.fa.6	0	0	0	0
Myxococcus_stipitatus_dsm_14675.GCA_000331735.1.30.dna.genome.fa.7	0	0	0	0
Myxococcus_stipitatus_dsm_14675.GCA_000331735.1.30.dna.genome.fa.8	0	0	0	0
Myxococcus_stipitatus_dsm_14675.GCA_000331735.1.30.dna.genome.fa.9	2	3	0	0
Myxococcus_xanthus_dk_1622.GCA_000012685.1.30.dna.genome.fa.1	0	0	0	0
Myxococcus_xanthus_dk_1622.GCA_000012685.1.30.dna.genome.fa.10	0	0	0	0
Myxococcus_xanthus_dk_1622.GCA_000012685.1.30.dna.genome.fa.11	6	4	0	0
Myxococcus_xanthus_dk_1622.GCA_000012685.1.30.dna.genome.fa.12	1	0	0	0
Myxococcus_xanthus_dk_1622.GCA_000012685.1.30.dna.genome.fa.13	16	9	7	2
Myxococcus_xanthus_dk_1622.GCA_000012685.1.30.dna.genome.fa.14	1	0	0	0
Myxococcus_xanthus_dk_1622.GCA_000012685.1.30.dna.genome.fa.15	1	1	1	1
Myxococcus_xanthus_dk_1622.GCA_000012685.1.30.dna.genome.fa.16	0	0	0	0
Myxococcus_xanthus_dk_1622.GCA_000012685.1.30.dna.genome.fa.17	6	5	4	0
Myxococcus_xanthus_dk_1622.GCA_000012685.1.30.dna.genome.fa.18	2	0	0	1
Myxococcus_xanthus_dk_1622.GCA_000012685.1.30.dna.genome.fa.19	7	7	6	1
Myxococcus_xanthus_dk_1622.GCA_000012685.1.30.dna.genome.fa.2	0	0	0	0
Myxococcus_xanthus_dk_1622.GCA_000012685.1.30.dna.genome.fa.20	0	0	0	0
Myxococcus_xanthus_dk_1622.GCA_000012685.1.30.dna.genome.fa.21	0	0	0	0
Myxococcus_xanthus_dk_1622.GCA_000012685.1.30.dna.genome.fa.22	0	0	0	0
Myxococcus_xanthus_dk_1622.GCA_000012685.1.30.dna.genome.fa.23	0	0	0	0
Myxococcus_xanthus_dk_1622.GCA_000012685.1.30.dna.genome.fa.24	0	0	0	0
Myxococcus_xanthus_dk_1622.GCA_000012685.1.30.dna.genome.fa.25	0	0	0	0
Myxococcus_xanthus_dk_1622.GCA_000012685.1.30.dna.genome.fa.26	0	0	0	0
Myxococcus_xanthus_dk_1622.GCA_000012685.1.30.dna.genome.fa.27	0	0	0	0
Myxococcus_xanthus_dk_1622.GCA_000012685.1.30.dna.genome.fa.28	0	0	0	0
Myxococcus_xanthus_dk_1622.GCA_000012685.1.30.dna.genome.fa.29	0	0	0	0
Myxococcus_xanthus_dk_1622.GCA_000012685.1.30.dna.genome.fa.3	0	0	0	0
Myxococcus_xanthus_dk_1622.GCA_000012685.1.30.dna.genome.fa.4	0	0	0	0
Myxococcus_xanthus_dk_1622.GCA_000012685.1.30.dna.genome.fa.5	0	0	0	0
Myxococcus_xanthus_dk_1622.GCA_000012685.1.30.dna.genome.fa.6	0	1	0	0
Myxococcus_xanthus_dk_1622.GCA_000012685.1.30.dna.genome.fa.7	1	1	1	0
Myxococcus_xanthus_dk_1622.GCA_000012685.1.30.dna.genome.fa.8	0	0	0	0
Myxococcus_xanthus_dk_1622.GCA_000012685.1.30.dna.genome.fa.9	1	1	1	0
NC_002677.1	1	0	0	0
NC_002677.2	2	2	2	2
NC_002677.3	0	0	0	0
NC_002677.4	0	0	0	0
NC_002677.5	2	1	1	1
NC_002677.6	0	0	0	0
NC_002677.7	5	4	3	1
NC_003284.1	4	3	0	0
NC_003888.1	2	2	0	0
NC_003888.10	0	0	0	0
NC_003888.11	0	0	0	0
NC_003888.12	0	0	0	0
NC_003888.13	1	0	0	0
NC_003888.14	0	0	0	0
NC_003888.15	0	0	0	0
NC_003888.16	0	0	0	0
NC_003888.17	0	0	0	0
NC_003888.18	4	0	0	0
NC_003888.19	0	0	0	0
NC_003888.2	0	0	0	0
NC_003888.20	0	0	0	0
NC_003888.21	0	0	0	0
NC_003888.22	6	7	5	0
NC_003888.23	0	0	0	0
NC_003888.24	0	0	0	0
NC_003888.25	0	0	0	0
NC_003888.26	0	0	0	0
NC_003888.27	1	2	1	1
NC_003888.28	0	0	0	0
NC_003888.29	0	0	0	1
NC_003888.3	0	0	0	0
NC_003888.4	0	0	0	0
NC_003888.5	0	0	0	0
NC_003888.6	0	0	0	0
NC_003888.7	0	0	0	0
NC_003888.8	0	0	0	0
NC_003888.9	0	0	0	0
NC_005027.1	0	0	0	0
NC_005027.10	1	1	1	1
NC_005027.11	0	0	0	0
NC_005027.12	0	0	0	0
NC_005027.13	0	0	0	0
NC_005027.14	0	0	0	0
NC_005027.15	2	2	0	0
NC_005027.16	0	0	0	0
NC_005027.17	1	1	1	2
NC_005027.18	0	0	0	0
NC_005027.2	0	0	0	0
NC_005027.3	0	0	0	0
NC_005027.4	0	0	0	0
NC_005027.5	0	0	0	0
NC_005027.6	0	0	0	0
NC_005027.7	0	0	0	0
NC_005027.8	0	0	0	0
NC_005027.9	0	0	0	0
NC_005126.1	0	0	0	0
NC_005126.10	0	0	0	0
NC_005126.11	1	2	0	1
NC_005126.12	0	0	0	0
NC_005126.13	0	0	0	0
NC_005126.14	0	1	0	0
NC_005126.15	0	0	0	0
NC_005126.16	0	0	0	0
NC_005126.17	0	0	0	0
NC_005126.18	0	0	0	0
NC_005126.19	0	0	0	0
NC_005126.2	0	0	0	0
NC_005126.20	0	0	0	0
NC_005126.21	0	0	0	0
NC_005126.22	0	0	0	0
NC_005126.23	0	0	0	0
NC_005126.24	0	0	0	0
NC_005126.25	0	0	0	0
NC_005126.3	0	0	0	0
NC_005126.4	0	0	0	0
NC_005126.5	0	0	0	0
NC_005126.6	0	0	0	0
NC_005126.7	1	0	0	0
NC_005126.8	2	1	1	0
NC_005126.9	0	0	0	0
NC_006089.1	1	1	1	0
NC_006089.2	2	1	1	0
NC_006089.3	0	0	0	0
NC_006089.4	0	0	0	0
NC_006370.1	0	0	0	0
NC_006370.2	0	0	0	0
NC_006370.3	1	1	0	0
NC_006370.4	0	0	0	0
NC_006370.5	0	0	0	0
NC_006370.6	0	0	0	0
NC_006371.1	0	0	0	0
NC_006371.2	0	0	0	0
NC_006371.3	0	2	0	0
NC_006982.1	3	3	0	3
NC_006983.1	7	4	0	4
NC_007087.1	0	0	0	0
NC_007087.2	2	0	0	1
NC_007087.3	2	1	0	1
NC_007088.1	2	0	0	1
NC_007088.10	5	2	2	2
NC_007088.11	0	0	0	0
NC_007088.2	11	5	0	5
NC_007088.3	1	1	0	1
NC_007088.4	3	1	0	2
NC_007088.5	0	0	0	0
NC_007088.6	1	1	0	1
NC_007088.7	2	1	0	1
NC_007088.8	1	1	0	1
NC_007088.9	1	0	0	0
NC_007089.1	2	1	0	1
NC_007089.2	6	2	0	2
NC_007090.1	0	0	0	0
NC_007090.2	2	2	0	2
NC_007090.3	0	0	0	0
NC_007090.4	0	0	0	0
NC_007090.5	2	2	1	2
NC_007091.1	0	0	0	0
NC_007091.2	0	0	0	0
NC_007091.3	0	1	0	1
NC_007091.4	0	0	0	0
NC_007091.5	7	3	0	3
NC_007091.6	1	1	0	1
NC_007092.1	2	0	0	2
NC_007092.2	4	2	0	2
NC_007092.3	0	0	0	0
NC_007115.1	0	1	1	0
NC_007135.1	2	1	1	0
NC_007194.1	0	0	0	0
NC_007194.2	0	0	0	0
NC_007194.3	0	0	0	0
NC_007195.1	0	0	0	0
NC_007195.2	1	0	0	0
